date,year,month,day,plant,parameter,stat,value
2025-04-08,2025,4,8,Rosedale,Colour (TCU),Min,13.5
2025-04-08,2025,4,8,Rosedale,Turbidity (NTU),Avg,39.0
2025-04-08,2025,4,8,Rosedale,Turbidity (NTU),Max,60.0
2025-04-08,2025,4,8,Rosedale,Turbidity (NTU),Min,27.0
2025-04-08,2025,4,8,Rosedale,pH,Avg,8.1
2025-04-08,2025,4,8,Rosedale,pH,Max,8.1
2025-04-08,2025,4,8,Rosedale,pH,Min,8.0
2025-04-09,2025,4,9,E.L. Smith,Colour (TCU),Avg,38.2
2025-04-09,2025,4,9,E.L. Smith,Colour (TCU),Max,26.1
2025-04-09,2025,4,9,E.L. Smith,Colour (TCU),Min,7.9
2025-04-09,2025,4,9,E.L. Smith,Turbidity (NTU),Avg,50.0
2025-04-09,2025,4,9,E.L. Smith,Turbidity (NTU),Max,37.0
2025-04-09,2025,4,9,E.L. Smith,Turbidity (NTU),Min,
2025-04-09,2025,4,9,E.L. Smith,pH,Avg,8.0
2025-04-09,2025,4,9,E.L. Smith,pH,Max,7.9
2025-04-09,2025,4,9,E.L. Smith,pH,Min,45.0
2025-04-09,2025,4,9,Rosedale,Colour (TCU),Avg,30.5
2025-04-09,2025,4,9,Rosedale,Colour (TCU),Max,36.2
2025-04-09,2025,4,9,Rosedale,Colour (TCU),Min,21.3
2025-04-09,2025,4,9,Rosedale,Turbidity (NTU),Avg,45.0
2025-04-09,2025,4,9,Rosedale,Turbidity (NTU),Max,50.0
2025-04-09,2025,4,9,Rosedale,Turbidity (NTU),Min,40.0
2025-04-09,2025,4,9,Rosedale,pH,Avg,8.0
2025-04-09,2025,4,9,Rosedale,pH,Max,8.0
2025-04-09,2025,4,9,Rosedale,pH,Min,8.0
2025-04-10,2025,4,10,E.L. Smith,Colour (TCU),Avg,40.9
2025-04-10,2025,4,10,E.L. Smith,Colour (TCU),Max,37.5
2025-04-10,2025,4,10,E.L. Smith,Colour (TCU),Min,7.9
2025-04-10,2025,4,10,E.L. Smith,Turbidity (NTU),Avg,55.0
2025-04-10,2025,4,10,E.L. Smith,Turbidity (NTU),Max,40.0
2025-04-10,2025,4,10,E.L. Smith,pH,Avg,7.9
2025-04-10,2025,4,10,E.L. Smith,pH,Max,7.9
2025-04-10,2025,4,10,E.L. Smith,pH,Min,45.0
2025-04-10,2025,4,10,Rosedale,Colour (TCU),Avg,36.7
2025-04-10,2025,4,10,Rosedale,Colour (TCU),Max,40.2
2025-04-10,2025,4,10,Rosedale,Colour (TCU),Min,35.0
2025-04-10,2025,4,10,Rosedale,Turbidity (NTU),Avg,45.0
2025-04-10,2025,4,10,Rosedale,Turbidity (NTU),Max,50.0
2025-04-10,2025,4,10,Rosedale,Turbidity (NTU),Min,40.0
2025-04-10,2025,4,10,Rosedale,pH,Avg,7.9
2025-04-10,2025,4,10,Rosedale,pH,Max,8.0
2025-04-10,2025,4,10,Rosedale,pH,Min,7.9
2025-04-11,2025,4,11,E.L. Smith,Colour (TCU),Avg,38.2
2025-04-11,2025,4,11,E.L. Smith,Colour (TCU),Max,27.9
2025-04-11,2025,4,11,E.L. Smith,Colour (TCU),Min,8.0
2025-04-11,2025,4,11,E.L. Smith,Turbidity (NTU),Avg,55.0
2025-04-11,2025,4,11,E.L. Smith,Turbidity (NTU),Max,30.0
2025-04-11,2025,4,11,E.L. Smith,Turbidity (NTU),Min,
2025-04-11,2025,4,11,E.L. Smith,pH,Avg,8.0
2025-04-11,2025,4,11,E.L. Smith,pH,Max,7.9
2025-04-11,2025,4,11,E.L. Smith,pH,Min,38.0
2025-04-11,2025,4,11,Rosedale,Colour (TCU),Avg,36.2
2025-04-11,2025,4,11,Rosedale,Colour (TCU),Max,38.9
2025-04-11,2025,4,11,Rosedale,Colour (TCU),Min,27.7
2025-04-11,2025,4,11,Rosedale,Turbidity (NTU),Avg,40.0
2025-04-11,2025,4,11,Rosedale,Turbidity (NTU),Max,50.0
2025-04-11,2025,4,11,Rosedale,Turbidity (NTU),Min,28.0
2025-04-11,2025,4,11,Rosedale,pH,Avg,7.9
2025-04-11,2025,4,11,Rosedale,pH,Max,8.0
2025-04-11,2025,4,11,Rosedale,pH,Min,7.9
2025-04-12,2025,4,12,E.L. Smith,Colour (TCU),Avg,27.9
2025-04-12,2025,4,12,E.L. Smith,Colour (TCU),Max,21.6
2025-04-12,2025,4,12,E.L. Smith,Colour (TCU),Min,8.0
2025-04-12,2025,4,12,E.L. Smith,Turbidity (NTU),Avg,50.0
2025-04-12,2025,4,12,E.L. Smith,Turbidity (NTU),Max,23.0
2025-04-12,2025,4,12,E.L. Smith,Turbidity (NTU),Min,
2025-04-12,2025,4,12,E.L. Smith,pH,Avg,8.0
2025-04-12,2025,4,12,E.L. Smith,pH,Max,8.0
2025-04-12,2025,4,12,E.L. Smith,pH,Min,33.0
2025-04-12,2025,4,12,Rosedale,Colour (TCU),Avg,24.8
2025-04-12,2025,4,12,Rosedale,Colour (TCU),Max,27.7
2025-04-12,2025,4,12,Rosedale,Colour (TCU),Min,21.5
2025-04-12,2025,4,12,Rosedale,Turbidity (NTU),Avg,31.0
2025-04-12,2025,4,12,Rosedale,Turbidity (NTU),Max,36.0
2025-04-12,2025,4,12,Rosedale,Turbidity (NTU),Min,24.0
2025-04-12,2025,4,12,Rosedale,pH,Avg,8.0
2025-04-12,2025,4,12,Rosedale,pH,Max,8.0
2025-04-12,2025,4,12,Rosedale,pH,Min,7.9
2025-04-13,2025,4,13,E.L. Smith,Colour (TCU),Avg,21.6
2025-04-13,2025,4,13,E.L. Smith,Colour (TCU),Max,18.2
2025-04-13,2025,4,13,E.L. Smith,Colour (TCU),Min,8.0
2025-04-13,2025,4,13,E.L. Smith,Turbidity (NTU),Avg,45.0
2025-04-13,2025,4,13,E.L. Smith,Turbidity (NTU),Max,23.0
2025-04-13,2025,4,13,E.L. Smith,pH,Avg,8.1
2025-04-13,2025,4,13,E.L. Smith,pH,Max,8.0
2025-04-13,2025,4,13,E.L. Smith,pH,Min,29.0
2025-04-13,2025,4,13,Rosedale,Colour (TCU),Avg,19.7
2025-04-13,2025,4,13,Rosedale,Colour (TCU),Max,21.5
2025-04-13,2025,4,13,Rosedale,Colour (TCU),Min,17.3
2025-04-13,2025,4,13,Rosedale,Turbidity (NTU),Avg,26.0
2025-04-13,2025,4,13,Rosedale,Turbidity (NTU),Max,33.0
2025-04-13,2025,4,13,Rosedale,Turbidity (NTU),Min,21.0
2025-04-13,2025,4,13,Rosedale,pH,Avg,8.0
2025-04-13,2025,4,13,Rosedale,pH,Max,8.1
2025-04-13,2025,4,13,Rosedale,pH,Min,8.0
2025-04-14,2025,4,14,E.L. Smith,Colour (TCU),Avg,18.2
2025-04-14,2025,4,14,E.L. Smith,Colour (TCU),Max,15.3
2025-04-14,2025,4,14,E.L. Smith,Colour (TCU),Min,8.1
2025-04-14,2025,4,14,E.L. Smith,Turbidity (NTU),Avg,45.0
2025-04-14,2025,4,14,E.L. Smith,Turbidity (NTU),Max,21.0
2025-04-14,2025,4,14,E.L. Smith,Turbidity (NTU),Min,
2025-04-14,2025,4,14,E.L. Smith,pH,Avg,8.1
2025-04-14,2025,4,14,E.L. Smith,pH,Max,8.0
2025-04-14,2025,4,14,E.L. Smith,pH,Min,29.0
2025-04-14,2025,4,14,Rosedale,Colour (TCU),Avg,17.5
2025-04-14,2025,4,14,Rosedale,Colour (TCU),Max,18.8
2025-04-14,2025,4,14,Rosedale,Colour (TCU),Min,16.3
2025-04-14,2025,4,14,Rosedale,Turbidity (NTU),Avg,22.0
2025-04-14,2025,4,14,Rosedale,Turbidity (NTU),Max,29.0
2025-04-14,2025,4,14,Rosedale,Turbidity (NTU),Min,19.0
2025-04-14,2025,4,14,Rosedale,pH,Avg,8.0
2025-04-14,2025,4,14,Rosedale,pH,Max,8.1
2025-04-14,2025,4,14,Rosedale,pH,Min,8.0
2025-04-15,2025,4,15,E.L. Smith,Colour (TCU),Avg,16.2
2025-04-15,2025,4,15,E.L. Smith,Colour (TCU),Max,12.7
2025-04-15,2025,4,15,E.L. Smith,Colour (TCU),Min,8.0
2025-04-15,2025,4,15,E.L. Smith,Turbidity (NTU),Avg,110.0
2025-04-15,2025,4,15,E.L. Smith,Turbidity (NTU),Max,25.0
2025-04-15,2025,4,15,E.L. Smith,Turbidity (NTU),Min,
2025-04-15,2025,4,15,E.L. Smith,pH,Avg,8.0
2025-04-15,2025,4,15,E.L. Smith,pH,Max,8.0
2025-04-15,2025,4,15,E.L. Smith,pH,Min,40.0
2025-04-15,2025,4,15,Rosedale,Colour (TCU),Avg,14.7
2025-04-15,2025,4,15,Rosedale,Colour (TCU),Max,16.3
2025-04-15,2025,4,15,Rosedale,Colour (TCU),Min,13.2
2025-04-15,2025,4,15,Rosedale,Turbidity (NTU),Avg,30.0
2025-04-15,2025,4,15,Rosedale,Turbidity (NTU),Max,34.0
2025-04-15,2025,4,15,Rosedale,Turbidity (NTU),Min,21.0
2025-04-15,2025,4,15,Rosedale,pH,Avg,8.0
2025-04-15,2025,4,15,Rosedale,pH,Max,8.1
2025-04-15,2025,4,15,Rosedale,pH,Min,8.0
2025-04-16,2025,4,16,E.L. Smith,Colour (TCU),Avg,16.8
2025-04-16,2025,4,16,E.L. Smith,Colour (TCU),Max,9.8
2025-04-16,2025,4,16,E.L. Smith,Colour (TCU),Min,8.1
2025-04-16,2025,4,16,E.L. Smith,Turbidity (NTU),Avg,120.0
2025-04-16,2025,4,16,E.L. Smith,Turbidity (NTU),Max,25.0
2025-04-16,2025,4,16,E.L. Smith,pH,Avg,8.2
2025-04-16,2025,4,16,E.L. Smith,pH,Max,8.0
2025-04-16,2025,4,16,E.L. Smith,pH,Min,50.0
2025-04-16,2025,4,16,Rosedale,Colour (TCU),Avg,12.3
2025-04-16,2025,4,16,Rosedale,Colour (TCU),Max,13.2
2025-04-16,2025,4,16,Rosedale,Colour (TCU),Min,10.6
2025-04-16,2025,4,16,Rosedale,Turbidity (NTU),Avg,45.0
2025-04-16,2025,4,16,Rosedale,Turbidity (NTU),Max,65.0
2025-04-16,2025,4,16,Rosedale,Turbidity (NTU),Min,26.0
2025-04-16,2025,4,16,Rosedale,pH,Avg,8.1
2025-04-16,2025,4,16,Rosedale,pH,Max,8.1
2025-04-16,2025,4,16,Rosedale,pH,Min,8.1
2025-04-17,2025,4,17,E.L. Smith,Colour (TCU),Avg,10.9
2025-04-17,2025,4,17,E.L. Smith,Colour (TCU),Max,8.7
2025-04-17,2025,4,17,E.L. Smith,Colour (TCU),Min,8.1
2025-04-17,2025,4,17,E.L. Smith,Turbidity (NTU),Avg,75.0
2025-04-17,2025,4,17,E.L. Smith,Turbidity (NTU),Max,32.0
2025-04-17,2025,4,17,E.L. Smith,Turbidity (NTU),Min,
2025-04-17,2025,4,17,E.L. Smith,pH,Avg,8.2
2025-04-17,2025,4,17,E.L. Smith,pH,Max,8.1
2025-04-17,2025,4,17,E.L. Smith,pH,Min,45.0
2025-04-17,2025,4,17,Rosedale,Colour (TCU),Avg,9.2
2025-04-17,2025,4,17,Rosedale,Colour (TCU),Max,10.6
2025-04-17,2025,4,17,Rosedale,Colour (TCU),Min,8.3
2025-04-17,2025,4,17,Rosedale,Turbidity (NTU),Avg,32.0
2025-04-17,2025,4,17,Rosedale,Turbidity (NTU),Max,40.0
2025-04-17,2025,4,17,Rosedale,Turbidity (NTU),Min,27.0
2025-04-17,2025,4,17,Rosedale,pH,Avg,8.1
2025-04-17,2025,4,17,Rosedale,pH,Max,8.1
2025-04-17,2025,4,17,Rosedale,pH,Min,8.1
2025-04-18,2025,4,18,E.L. Smith,Colour (TCU),Avg,8.8
2025-04-18,2025,4,18,E.L. Smith,Colour (TCU),Max,8.0
2025-04-18,2025,4,18,E.L. Smith,Colour (TCU),Min,8.1
2025-04-18,2025,4,18,E.L. Smith,Turbidity (NTU),Avg,70.0
2025-04-18,2025,4,18,E.L. Smith,Turbidity (NTU),Max,35.0
2025-04-18,2025,4,18,E.L. Smith,Turbidity (NTU),Min,
2025-04-18,2025,4,18,E.L. Smith,pH,Avg,8.1
2025-04-18,2025,4,18,E.L. Smith,pH,Max,8.1
2025-04-18,2025,4,18,E.L. Smith,pH,Min,50.0
2025-04-18,2025,4,18,Rosedale,Colour (TCU),Avg,7.7
2025-04-18,2025,4,18,Rosedale,Colour (TCU),Max,8.9
2025-04-18,2025,4,18,Rosedale,Colour (TCU),Min,7.2
2025-04-18,2025,4,18,Rosedale,Turbidity (NTU),Avg,37.0
2025-04-18,2025,4,18,Rosedale,Turbidity (NTU),Max,39.0
2025-04-18,2025,4,18,Rosedale,Turbidity (NTU),Min,34.0
2025-04-18,2025,4,18,Rosedale,pH,Avg,8.1
2025-04-18,2025,4,18,Rosedale,pH,Max,8.1
2025-04-18,2025,4,18,Rosedale,pH,Min,8.1
2025-04-19,2025,4,19,E.L. Smith,Colour (TCU),Avg,8.4
2025-04-19,2025,4,19,E.L. Smith,Colour (TCU),Max,7.3
2025-04-19,2025,4,19,E.L. Smith,Colour (TCU),Min,8.1
2025-04-19,2025,4,19,E.L. Smith,Turbidity (NTU),Avg,170.0
2025-04-19,2025,4,19,E.L. Smith,Turbidity (NTU),Max,35.0
2025-04-19,2025,4,19,E.L. Smith,pH,Avg,8.1
2025-04-19,2025,4,19,E.L. Smith,pH,Max,8.1
2025-04-19,2025,4,19,E.L. Smith,pH,Min,90.0
2025-04-19,2025,4,19,Rosedale,Colour (TCU),Avg,7.4
2025-04-19,2025,4,19,Rosedale,Colour (TCU),Max,7.5
2025-04-19,2025,4,19,Rosedale,Colour (TCU),Min,7.1
2025-04-19,2025,4,19,Rosedale,Turbidity (NTU),Avg,70.0
2025-04-19,2025,4,19,Rosedale,Turbidity (NTU),Max,110.0
2025-04-19,2025,4,19,Rosedale,Turbidity (NTU),Min,34.0
2025-04-19,2025,4,19,Rosedale,pH,Avg,8.1
2025-04-19,2025,4,19,Rosedale,pH,Max,8.1
2025-04-19,2025,4,19,Rosedale,pH,Min,8.1
2025-04-20,2025,4,20,E.L. Smith,Colour (TCU),Avg,7.7
2025-04-20,2025,4,20,E.L. Smith,Colour (TCU),Max,5.9
2025-04-20,2025,4,20,E.L. Smith,Colour (TCU),Min,8.1
2025-04-20,2025,4,20,E.L. Smith,Turbidity (NTU),Avg,95.0
2025-04-20,2025,4,20,E.L. Smith,Turbidity (NTU),Max,80.0
2025-04-20,2025,4,20,E.L. Smith,Turbidity (NTU),Min,
2025-04-20,2025,4,20,E.L. Smith,pH,Avg,8.1
2025-04-20,2025,4,20,E.L. Smith,pH,Max,8.1
2025-04-20,2025,4,20,E.L. Smith,pH,Min,85.0
2025-04-20,2025,4,20,Rosedale,Colour (TCU),Avg,6.8
2025-04-20,2025,4,20,Rosedale,Colour (TCU),Max,7.3
2025-04-20,2025,4,20,Rosedale,Colour (TCU),Min,6.1
2025-04-20,2025,4,20,Rosedale,Turbidity (NTU),Avg,60.0
2025-04-20,2025,4,20,Rosedale,Turbidity (NTU),Max,95.0
2025-04-20,2025,4,20,Rosedale,Turbidity (NTU),Min,45.0
2025-04-20,2025,4,20,Rosedale,pH,Avg,8.1
2025-04-20,2025,4,20,Rosedale,pH,Max,8.1
2025-04-20,2025,4,20,Rosedale,pH,Min,8.0
2025-04-21,2025,4,21,E.L. Smith,Colour (TCU),Avg,7.5
2025-04-21,2025,4,21,E.L. Smith,Colour (TCU),Max,5.6
2025-04-21,2025,4,21,E.L. Smith,Colour (TCU),Min,8.1
2025-04-21,2025,4,21,E.L. Smith,Turbidity (NTU),Avg,190.0
2025-04-21,2025,4,21,E.L. Smith,Turbidity (NTU),Max,95.0
2025-04-21,2025,4,21,E.L. Smith,Turbidity (NTU),Min,
2025-04-21,2025,4,21,E.L. Smith,pH,Avg,8.1
2025-04-21,2025,4,21,E.L. Smith,pH,Max,8.1
2025-04-21,2025,4,21,E.L. Smith,pH,Min,110.0
2025-04-21,2025,4,21,Rosedale,Colour (TCU),Avg,5.8
2025-04-21,2025,4,21,Rosedale,Colour (TCU),Max,6.1
2025-04-21,2025,4,21,Rosedale,Colour (TCU),Min,5.4
2025-04-21,2025,4,21,Rosedale,Turbidity (NTU),Avg,60.0
2025-04-21,2025,4,21,Rosedale,Turbidity (NTU),Max,80.0
2025-04-21,2025,4,21,Rosedale,Turbidity (NTU),Min,45.0
2025-04-21,2025,4,21,Rosedale,pH,Avg,8.1
2025-04-21,2025,4,21,Rosedale,pH,Max,8.1
2025-04-21,2025,4,21,Rosedale,pH,Min,8.0
2025-04-22,2025,4,22,E.L. Smith,Colour (TCU),Avg,8.1
2025-04-22,2025,4,22,E.L. Smith,Colour (TCU),Max,5.4
2025-04-22,2025,4,22,E.L. Smith,Colour (TCU),Min,8.1
2025-04-22,2025,4,22,E.L. Smith,Turbidity (NTU),Avg,300.0
2025-04-22,2025,4,22,E.L. Smith,Turbidity (NTU),Max,95.0
2025-04-22,2025,4,22,E.L. Smith,pH,Avg,8.1
2025-04-22,2025,4,22,E.L. Smith,pH,Max,8.1
2025-04-22,2025,4,22,E.L. Smith,pH,Min,190.0
2025-04-22,2025,4,22,Rosedale,Colour (TCU),Avg,5.8
2025-04-22,2025,4,22,Rosedale,Colour (TCU),Max,6.5
2025-04-22,2025,4,22,Rosedale,Colour (TCU),Min,5.4
2025-04-22,2025,4,22,Rosedale,Turbidity (NTU),Avg,100.0
2025-04-22,2025,4,22,Rosedale,Turbidity (NTU),Max,230.0
2025-04-22,2025,4,22,Rosedale,Turbidity (NTU),Min,60.0
2025-04-22,2025,4,22,Rosedale,pH,Avg,8.1
2025-04-22,2025,4,22,Rosedale,pH,Max,8.1
2025-04-22,2025,4,22,Rosedale,pH,Min,8.1
2025-04-23,2025,4,23,E.L. Smith,Colour (TCU),Avg,16.5
2025-04-23,2025,4,23,E.L. Smith,Colour (TCU),Max,5.9
2025-04-23,2025,4,23,E.L. Smith,Colour (TCU),Min,8.1
2025-04-23,2025,4,23,E.L. Smith,Turbidity (NTU),Avg,650.0
2025-04-23,2025,4,23,E.L. Smith,Turbidity (NTU),Max,110.0
2025-04-23,2025,4,23,E.L. Smith,Turbidity (NTU),Min,
2025-04-23,2025,4,23,E.L. Smith,pH,Avg,8.1
2025-04-23,2025,4,23,E.L. Smith,pH,Max,8.1
2025-04-23,2025,4,23,E.L. Smith,pH,Min,180.0
2025-04-23,2025,4,23,Rosedale,Colour (TCU),Avg,6.2
2025-04-23,2025,4,23,Rosedale,Colour (TCU),Max,7.0
2025-04-23,2025,4,23,Rosedale,Colour (TCU),Min,5.7
2025-04-23,2025,4,23,Rosedale,Turbidity (NTU),Avg,150.0
2025-04-23,2025,4,23,Rosedale,Turbidity (NTU),Max,230.0
2025-04-23,2025,4,23,Rosedale,Turbidity (NTU),Min,120.0
2025-04-23,2025,4,23,Rosedale,pH,Avg,8.1
2025-04-23,2025,4,23,Rosedale,pH,Max,8.1
2025-04-23,2025,4,23,Rosedale,pH,Min,8.1
2025-04-24,2025,4,24,E.L. Smith,Colour (TCU),Avg,13.0
2025-04-24,2025,4,24,E.L. Smith,Colour (TCU),Max,6.3
2025-04-24,2025,4,24,E.L. Smith,Colour (TCU),Min,8.2
2025-04-24,2025,4,24,E.L. Smith,Turbidity (NTU),Avg,500.0
2025-04-24,2025,4,24,E.L. Smith,Turbidity (NTU),Max,70.0
2025-04-24,2025,4,24,E.L. Smith,Turbidity (NTU),Min,
2025-04-24,2025,4,24,E.L. Smith,pH,Avg,8.2
2025-04-24,2025,4,24,E.L. Smith,pH,Max,8.1
2025-04-24,2025,4,24,E.L. Smith,pH,Min,150.0
2025-04-24,2025,4,24,Rosedale,Colour (TCU),Avg,7.6
2025-04-24,2025,4,24,Rosedale,Colour (TCU),Max,12.1
2025-04-24,2025,4,24,Rosedale,Colour (TCU),Min,6.1
2025-04-24,2025,4,24,Rosedale,Turbidity (NTU),Avg,210.0
2025-04-24,2025,4,24,Rosedale,Turbidity (NTU),Max,450.0
2025-04-24,2025,4,24,Rosedale,Turbidity (NTU),Min,55.0
2025-04-24,2025,4,24,Rosedale,pH,Avg,8.1
2025-04-24,2025,4,24,Rosedale,pH,Max,8.2
2025-04-24,2025,4,24,Rosedale,pH,Min,8.1
2025-04-25,2025,4,25,E.L. Smith,Colour (TCU),Avg,8.5
2025-04-25,2025,4,25,E.L. Smith,Colour (TCU),Max,6.6
2025-04-25,2025,4,25,E.L. Smith,Colour (TCU),Min,8.2
2025-04-25,2025,4,25,E.L. Smith,Turbidity (NTU),Avg,95.0
2025-04-25,2025,4,25,E.L. Smith,Turbidity (NTU),Max,50.0
2025-04-25,2025,4,25,E.L. Smith,pH,Avg,8.2
2025-04-25,2025,4,25,E.L. Smith,pH,Max,8.2
2025-04-25,2025,4,25,E.L. Smith,pH,Min,75.0
2025-04-25,2025,4,25,Rosedale,Colour (TCU),Avg,7.2
2025-04-25,2025,4,25,Rosedale,Colour (TCU),Max,8.0
2025-04-25,2025,4,25,Rosedale,Colour (TCU),Min,6.3
2025-04-25,2025,4,25,Rosedale,Turbidity (NTU),Avg,75.0
2025-04-25,2025,4,25,Rosedale,Turbidity (NTU),Max,100.0
2025-04-25,2025,4,25,Rosedale,Turbidity (NTU),Min,55.0
2025-04-25,2025,4,25,Rosedale,pH,Avg,8.2
2025-04-25,2025,4,25,Rosedale,pH,Max,8.2
2025-04-25,2025,4,25,Rosedale,pH,Min,8.1
2025-04-26,2025,4,26,E.L. Smith,Colour (TCU),Avg,9.1
2025-04-26,2025,4,26,E.L. Smith,Colour (TCU),Max,7.4
2025-04-26,2025,4,26,E.L. Smith,Colour (TCU),Min,8.2
2025-04-26,2025,4,26,E.L. Smith,Turbidity (NTU),Avg,90.0
2025-04-26,2025,4,26,E.L. Smith,Turbidity (NTU),Max,22.0
2025-04-26,2025,4,26,E.L. Smith,Turbidity (NTU),Min,
2025-04-26,2025,4,26,E.L. Smith,pH,Avg,8.3
2025-04-26,2025,4,26,E.L. Smith,pH,Max,8.2
2025-04-26,2025,4,26,E.L. Smith,pH,Min,45.0
2025-04-26,2025,4,26,Rosedale,Colour (TCU),Avg,7.7
2025-04-26,2025,4,26,Rosedale,Colour (TCU),Max,9.4
2025-04-26,2025,4,26,Rosedale,Colour (TCU),Min,7.1
2025-04-26,2025,4,26,Rosedale,Turbidity (NTU),Avg,50.0
2025-04-26,2025,4,26,Rosedale,Turbidity (NTU),Max,65.0
2025-04-26,2025,4,26,Rosedale,Turbidity (NTU),Min,36.0
2025-04-26,2025,4,26,Rosedale,pH,Avg,8.2
2025-04-26,2025,4,26,Rosedale,pH,Max,8.2
2025-04-26,2025,4,26,Rosedale,pH,Min,8.2
2025-04-27,2025,4,27,E.L. Smith,Colour (TCU),Avg,8.5
2025-04-27,2025,4,27,E.L. Smith,Colour (TCU),Max,7.5
2025-04-27,2025,4,27,E.L. Smith,Colour (TCU),Min,8.3
2025-04-27,2025,4,27,E.L. Smith,Turbidity (NTU),Avg,25.0
2025-04-27,2025,4,27,E.L. Smith,Turbidity (NTU),Max,17.0
2025-04-27,2025,4,27,E.L. Smith,Turbidity (NTU),Min,
2025-04-27,2025,4,27,E.L. Smith,pH,Avg,8.3
2025-04-27,2025,4,27,E.L. Smith,pH,Max,8.3
2025-04-27,2025,4,27,E.L. Smith,pH,Min,21.0
2025-04-27,2025,4,27,Rosedale,Colour (TCU),Avg,8.4
2025-04-27,2025,4,27,Rosedale,Colour (TCU),Max,9.4
2025-04-27,2025,4,27,Rosedale,Colour (TCU),Min,7.7
2025-04-27,2025,4,27,Rosedale,Turbidity (NTU),Avg,21.0
2025-04-27,2025,4,27,Rosedale,Turbidity (NTU),Max,36.0
2025-04-27,2025,4,27,Rosedale,Turbidity (NTU),Min,15.0
2025-04-27,2025,4,27,Rosedale,pH,Avg,8.2
2025-04-27,2025,4,27,Rosedale,pH,Max,8.3
2025-04-27,2025,4,27,Rosedale,pH,Min,8.2
2025-04-28,2025,4,28,E.L. Smith,Colour (TCU),Avg,8.4
2025-04-28,2025,4,28,E.L. Smith,Colour (TCU),Max,7.5
2025-04-28,2025,4,28,E.L. Smith,Colour (TCU),Min,8.3
2025-04-28,2025,4,28,E.L. Smith,Turbidity (NTU),Avg,50.0
2025-04-28,2025,4,28,E.L. Smith,Turbidity (NTU),Max,17.0
2025-04-28,2025,4,28,E.L. Smith,pH,Avg,8.3
2025-04-28,2025,4,28,E.L. Smith,pH,Max,8.3
2025-04-28,2025,4,28,E.L. Smith,pH,Min,35.0
2025-04-28,2025,4,28,Rosedale,Colour (TCU),Avg,7.1
2025-04-28,2025,4,28,Rosedale,Colour (TCU),Max,8.3
2025-04-28,2025,4,28,Rosedale,Colour (TCU),Min,6.2
2025-04-28,2025,4,28,Rosedale,Turbidity (NTU),Avg,24.0
2025-04-28,2025,4,28,Rosedale,Turbidity (NTU),Max,37.0
2025-04-28,2025,4,28,Rosedale,Turbidity (NTU),Min,15.0
2025-04-28,2025,4,28,Rosedale,pH,Avg,8.3
2025-04-28,2025,4,28,Rosedale,pH,Max,8.3
2025-04-28,2025,4,28,Rosedale,pH,Min,8.3
2025-04-29,2025,4,29,E.L. Smith,Colour (TCU),Avg,8.6
2025-04-29,2025,4,29,E.L. Smith,Colour (TCU),Max,8.1
2025-04-29,2025,4,29,E.L. Smith,Colour (TCU),Min,8.3
2025-04-29,2025,4,29,E.L. Smith,Turbidity (NTU),Avg,90.0
2025-04-29,2025,4,29,E.L. Smith,Turbidity (NTU),Max,34.0
2025-04-29,2025,4,29,E.L. Smith,Turbidity (NTU),Min,
2025-04-29,2025,4,29,E.L. Smith,pH,Avg,8.3
2025-04-29,2025,4,29,E.L. Smith,pH,Max,8.3
2025-04-29,2025,4,29,E.L. Smith,pH,Min,60.0
2025-04-29,2025,4,29,Rosedale,Colour (TCU),Avg,7.6
2025-04-29,2025,4,29,Rosedale,Colour (TCU),Max,8.0
2025-04-29,2025,4,29,Rosedale,Colour (TCU),Min,7.1
2025-04-29,2025,4,29,Rosedale,Turbidity (NTU),Avg,50.0
2025-04-29,2025,4,29,Rosedale,Turbidity (NTU),Max,140.0
2025-04-29,2025,4,29,Rosedale,Turbidity (NTU),Min,25.0
2025-04-29,2025,4,29,Rosedale,pH,Avg,8.2
2025-04-29,2025,4,29,Rosedale,pH,Max,8.3
2025-04-29,2025,4,29,Rosedale,pH,Min,8.2
2025-04-30,2025,4,30,E.L. Smith,Colour (TCU),Avg,9.5
2025-04-30,2025,4,30,E.L. Smith,Colour (TCU),Max,8.5
2025-04-30,2025,4,30,E.L. Smith,Colour (TCU),Min,8.3
2025-04-30,2025,4,30,E.L. Smith,Turbidity (NTU),Avg,90.0
2025-04-30,2025,4,30,E.L. Smith,Turbidity (NTU),Max,29.0
2025-04-30,2025,4,30,E.L. Smith,Turbidity (NTU),Min,
2025-04-30,2025,4,30,E.L. Smith,pH,Avg,8.3
2025-04-30,2025,4,30,E.L. Smith,pH,Max,8.2
2025-04-30,2025,4,30,E.L. Smith,pH,Min,45.0
2025-04-30,2025,4,30,Rosedale,Colour (TCU),Avg,8.4
2025-04-30,2025,4,30,Rosedale,Colour (TCU),Max,8.9
2025-04-30,2025,4,30,Rosedale,Colour (TCU),Min,7.8
2025-04-30,2025,4,30,Rosedale,Turbidity (NTU),Avg,60.0
2025-04-30,2025,4,30,Rosedale,Turbidity (NTU),Max,90.0
2025-04-30,2025,4,30,Rosedale,Turbidity (NTU),Min,27.0
2025-04-30,2025,4,30,Rosedale,pH,Avg,8.2
2025-04-30,2025,4,30,Rosedale,pH,Max,8.3
2025-04-30,2025,4,30,Rosedale,pH,Min,8.2
2025-04-01,2025,4,1,E.L. Smith,Colour (TCU),Min,14.0
